	gene_matrix_background
23413	546347
23414	54635
23415	54636
23416	546368
23417	54637
23418	54638
23419	546387
23420	546397
23421	54644
23422	54645
23423	54646
23424	54648
23425	54650
23426	54651
23427	546511
23428	546519
23429	54652
23430	546546
23431	546611
23432	546644
23433	546648
23434	54667
23435	546672
23436	54670
23437	54672
23438	546723
23439	546726
23440	546729
23441	54673
23442	54678
23443	546801
23444	54683
23445	546840
23446	546854
23447	546886
23448	546901
23449	546903
23450	546912
23451	546913
23452	546943
23453	546944
23454	546964
23455	54698
23456	546980
23457	546981
23458	546983
23459	54709
23460	547097
23461	54710
23462	547109
23463	54711
23464	54712
23465	547127
23466	54713
23467	547150
23468	547168
23469	547176
23470	54720
23471	54721
23472	54723
23473	54725
23474	547253
23475	547334
23476	547347
23477	547431
23478	547447
23479	550619
23480	552899
23481	552913
23482	553095
23483	554292
23484	554327
23485	55925
23486	55927
23487	55932
23488	55934
23489	55935
23490	55936
23491	55938
23492	55942
23493	55943
23494	55944
23495	55946
23496	55947
23497	55948
23498	55949
23499	55950
23500	55951
23501	55960
23502	55961
23503	55963
23504	55978
23505	55979
23506	55980
23507	55981
23508	55982
23509	55983
23510	55984
23511	55985
23512	55987
23513	55988
23514	55989
23515	55990
23516	55991
23517	55992
23518	55993
23519	55994
23520	56009
23521	56012
23522	56013
23523	56016
23524	56017
23525	56018
23526	56030
23527	56031
23528	56032
23529	56036
23530	56040
23531	56041
23532	56043
23533	56044
23534	56045
23535	56046
23536	56047
23537	56048
23538	56050
23539	56055
23540	56057
23541	56066
23542	56068
23543	56069
23544	56070
23545	56072
23546	56075
23547	56077
23548	56078
23549	56079
23550	56085
23551	56086
23552	56087
23553	56088
23554	56089
23555	56092
23556	56093
23557	56094
23558	56095
23559	56096
23560	56150
23561	56173
23562	56174
23563	56175
23564	56176
23565	56177
23566	56183
23567	56184
23568	56185
23569	56187
23570	56188
23571	56189
23572	56190
23573	56191
23574	56193
23575	56194
23576	56195
23577	56196
23578	56198
23579	56199
23580	56200
23581	56205
23582	56207
23583	56208
23584	56209
23585	56210
23586	56212
23587	56213
23588	56214
23589	56215
23590	56216
23591	56218
23592	56219
23593	56220
23594	56221
23595	56222
23596	56223
23597	56224
23598	56226
23599	56228
23600	56229
23601	56233
23602	56248
23603	56249
23604	56258
23605	56264
23606	56273
23607	56274
23608	56275
23609	56277
23610	56278
23611	56280
23612	56282
23613	56284
23614	56289
23615	56291
23616	56292
23617	56293
23618	56294
23619	56295
23620	56296
23621	56297
23622	56298
23623	56299
23624	56305
23625	56307
23626	56309
23627	56310
23628	56312
23629	56314
23630	56315
23631	56316
23632	56317
23633	56318
23634	56320
23635	56321
23636	56322
23637	56323
23638	56324
23639	56325
23640	56327
23641	56330
23642	56332
23643	56334
23644	56335
23645	56336
23646	56338
23647	56347
23648	56348
23649	56349
23650	56350
23651	56351
23652	56353
23653	56354
23654	56356
23655	56357
23656	56358
23657	56360
23658	56361
23659	56362
23660	56363
23661	56364
23662	56365
23663	56367
23664	56368
23665	56369
23666	56370
23667	56371
23668	56372
23669	56373
23670	56374
23671	56375
23672	56376
23673	56378
23674	56379
23675	56380
23676	56381
23677	56382
23678	56384
23679	56386
23680	56388
23681	56389
23682	56392
23683	56395
23684	56397
23685	56398
23686	56399
23687	56401
23688	56403
23689	56404
23690	56405
23691	56406
23692	56407
23693	56409
23694	56410
23695	56412
23696	56417
23697	56418
23698	56419
23699	56420
23700	56421
23701	56422
23702	56424
23703	56426
23704	56427
23705	56428
23706	56429
23707	56430
23708	56431
23709	56433
23710	56434
23711	56436
23712	56437
23713	56438
23714	56440
23715	56442
23716	56443
23717	56444
23718	56445
23719	56447
23720	56448
23721	56449
23722	56451
23723	56452
23724	56453
23725	56454
23726	56455
23727	56456
23728	56457
23729	56458
23730	56459
23731	56460
23732	56461
23733	56462
23734	56463
23735	56464
23736	56468
23737	56469
23738	56470
23739	56471
23740	56473
23741	56480
23742	56484
23743	56485
23744	56486
23745	56488
23746	56489
23747	56490
23748	56491
23749	56492
23750	56494
23751	56496
23752	56501
23753	56503
23754	56504
23755	56505
23756	56506
23757	56508
23758	56513
23759	56515
23760	56516
23761	56517
23762	56519
23763	56520
23764	56522
23765	56523
23766	56525
23767	56527
23768	56529
23769	56530
23770	56531
23771	56532
23772	56533
23773	56534
23774	56535
23775	56538
23776	56541
23777	56543
23778	56544
23779	56546
23780	56550
23781	56551
23782	56552
23783	56554
23784	56612
23785	56613
23786	56615
23787	56619
23788	56620
23789	56622
23790	56626
23791	56629
23792	56631
23793	56632
23794	56635
23795	56636
23796	56637
23797	56640
23798	56642
23799	56643
23800	56644
23801	56690
23802	56691
23803	56692
23804	56693
23805	56695
23806	56696
23807	56697
23808	56698
23809	56699
23810	56700
23811	56703
23812	56705
23813	56706
23814	56707
23815	56708
23816	56709
23817	56710
23818	56711
23819	56715
23820	56716
23821	56717
23822	56720
23823	56722
23824	56724
23825	56726
23826	56727
23827	56734
23828	56735
23829	56736
23830	56737
23831	56738
23832	56739
23833	56741
23834	56742
23835	56743
23836	56744
23837	56745
23838	56746
23839	56747
23840	56748
23841	56749
23842	56752
23843	56753
23844	56758
23845	56760
23846	56771
23847	56772
23848	56773
23849	56774
23850	56784
23851	56786
23852	56787
23853	56788
23854	56790
23855	56791
23856	56792
23857	56794
23858	56795
23859	56805
23860	56807
23861	56808
23862	56809
23863	56811
23864	56812
23865	56835
23866	56838
23867	56839
23868	56843
23869	56844
23870	56846
23871	56847
23872	56856
23873	56857
23874	56863
23875	56868
23876	56869
23877	56872
23878	56873
23879	56874
23880	56876
23881	56878
23882	57014
23883	57028
23884	57080
23885	57138
23886	57170
23887	57230
23888	57246
23889	57247
23890	57248
23891	57249
23892	57252
23893	57253
23894	57254
23895	57255
23896	57256
23897	57257
23898	57258
23899	57259
23900	57260
23901	57261
23902	57262
23903	57263
23904	57264
23905	57265
23906	57266
23907	57267
23908	57274
23909	57275
23910	57276
23911	57277
23912	57278
23913	57279
23914	57294
23915	57295
23916	57296
23917	57312
23918	57314
23919	57315
23920	57316
23921	57317
23922	57319
23923	57320
23924	57321
23925	57329
23926	57330
23927	57339
23928	57340
23929	57342
23930	57344
23931	57349
23932	57355
23933	57357
23934	57370
23935	57373
23936	57376
23937	57377
23938	57385
23939	57390
23940	574081
23941	57423
23942	57425
23943	57426
23944	57429
23945	57430
23946	57431
23947	57432
23948	57434
23949	57435
23950	57436
23951	57437
23952	57439
23953	57440
23954	574402
23955	57441
23956	574415
23957	574417
23958	574418
23959	57442
23960	574428
23961	574429
23962	57443
23963	574437
23964	574438
23965	57444
23966	574519
23967	57737
23968	57738
23969	57740
23970	57741
23971	57742
23972	57743
23973	57745
23974	57746
23975	57748
23976	57749
23977	57750
23978	57751
23979	57752
23980	57753
23981	57754
23982	57755
23983	57756
23984	57757
23985	57764
23986	57765
23987	57773
23988	57775
23989	57776
23990	57778
23991	57780
23992	57781
23993	57782
23994	57783
23995	57784
23996	57785
23997	57808
23998	57810
23999	57811
24000	57813
24001	57814
24002	57815
24003	57816
24004	57837
24005	57866
24006	57869
24007	57874
24008	57875
24009	57890
24010	57895
24011	57896
24012	57905
24013	57908
24014	57911
24015	57912
24016	57913
24017	57914
24018	57915
24019	57916
24020	58170
24021	58172
24022	58175
24023	58176
24024	58178
24025	58179
24026	58180
24027	58181
24028	58182
24029	58184
24030	58185
24031	58186
24032	58187
24033	58188
24034	58193
24035	58194
24036	58198
24037	58200
24038	58202
24039	58203
24040	58205
24041	58206
24042	58207
24043	58208
24044	58210
24045	58212
24046	58214
24047	58217
24048	58218
24049	58220
24050	58222
24051	58223
24052	58226
24053	58227
24054	58229
24055	58230
24056	58231
24057	58233
24058	58234
24059	58235
24060	58237
24061	58238
24062	58239
24063	58240
24064	58242
24065	58243
24066	58244
24067	58245
24068	58246
24069	58248
24070	58249
24071	58250
24072	58518
24073	58521
24074	58522
24075	58523
24076	58799
24077	58800
24078	58801
24079	58802
24080	58803
24081	58804
24082	58805
24083	58807
24084	58809
24085	58810
24086	58859
24087	58860
24088	58861
24089	58864
24090	58865
24091	58866
24092	58867
24093	58869
24094	58875
24095	58887
24096	58894
24097	58909
24098	58911
24099	58916
24100	58988
24101	58991
24102	58992
24103	58994
24104	58996
24105	58998
24106	59001
24107	59002
24108	59003
24109	59004
24110	59005
24111	59006
24112	59007
24113	59008
24114	59009
24115	59011
24116	59012
24117	59013
24118	59014
24119	59015
24120	59016
24121	59020
24122	59021
24123	59022
24124	59024
24125	59025
24126	59026
24127	59027
24128	59028
24129	59029
24130	59030
24131	59031
24132	59032
24133	59033
24134	59035
24135	59036
24136	59038
24137	59040
24138	59041
24139	59042
24140	59043
24141	59044
24142	59045
24143	59046
24144	59047
24145	59048
24146	59049
24147	59050
24148	59052
24149	59053
24150	59054
24151	59056
24152	59057
24153	59058
24154	59069
24155	59083
24156	59090
24157	59091
24158	59092
24159	59093
24160	59095
24161	59125
24162	59126
24163	59287
24164	59288
24165	59289
24166	59290
24167	59308
24168	59310
24169	594843
24170	594844
24171	595136
24172	595139
24173	60315
24174	60321
24175	60322
24176	60344
24177	60345
24178	60361
24179	60363
24180	60364
24181	60365
24182	60367
24183	60406
24184	60409
24185	60411
24186	60425
24187	60440
24188	60441
24189	60504
24190	60505
24191	60507
24192	60510
24193	60525
24194	60527
24195	60530
24196	60531
24197	60532
24198	60533
24199	60534
24200	60594
24201	60595
24202	60597
24203	60599
24204	60611
24205	60613
24206	606496
24207	606497
24208	606735
24209	606736
24210	613254
24211	613258
24212	613262
24213	613264
24214	619289
24215	619290
24216	619292
24217	619293
24218	619294
24219	619295
24220	619299
24221	619300
24222	619301
24223	619303
24224	619305
24225	619306
24226	619308
24227	619310
24228	619312
24229	619313
24230	619314
24231	619318
24232	619321
24233	619324
24234	619325
24235	619326
24236	619327
24237	619328
24238	619329
24239	619331
24240	619355
24241	619371
24242	619441
24243	619517
24244	619547
24245	619548
24246	619557
24247	619605
24248	619665
24249	619677
24250	619697
24251	619715
24252	619719
24253	619788
24254	619808
24255	619842
24256	619883
24257	619945
24258	619991
24259	620016
24260	620018
24261	620078
24262	620079
24263	620137
24264	620205
24265	620235
24266	620246
24267	620253
24268	620292
24269	620417
24270	620419
24271	620499
24272	620537
24273	620551
24274	620631
24275	620639
24276	620672
24277	620678
24278	620695
24279	620697
24280	620709
24281	620736
24282	620758
24283	620760
24284	620779
24285	620807
24286	620858
24287	620882
24288	620913
24289	620928
24290	620966
24291	621080
24292	621156
24293	621239
24294	621304
24295	621312
24296	621335
24297	621407
24298	621427
24299	621430
24300	621510
24301	621549
24302	621561
24303	621603
24304	621628
24305	621677
24306	621697
24307	621699
24308	621809
24309	621823
24310	621832
24311	621852
24312	621875
24313	621901
24314	621976
24315	621998
24316	622019
24317	622032
24318	622037
24319	622070
24320	622117
24321	622124
24322	622127
24323	622129
24324	622139
24325	622167
24326	622175
24327	622208
24328	622222
24329	622229
24330	622282
24331	622283
24332	622301
24333	622304
24334	622306
24335	622319
24336	622320
24337	622402
24338	622404
24339	622408
24340	622434
24341	622459
24342	622473
24343	622474
24344	622480
24345	622486
24346	622523
24347	622552
24348	622554
24349	622629
24350	622640
24351	622645
24352	622665
24353	622675
24354	622708
24355	622719
24356	622731
24357	622744
24358	622894
24359	622924
24360	622935
24361	622976
24362	623046
24363	623078
24364	623131
24365	623166
24366	623169
24367	623186
24368	623197
24369	623198
24370	623223
24371	623230
24372	623272
24373	623273
24374	623279
24375	623281
24376	623312
24377	623459
24378	623474
24379	623503
24380	623534
24381	623661
24382	623688
24383	623726
24384	623734
24385	623781
24386	623849
24387	623898
24388	624049
24389	624083
24390	624219
24391	624224
24392	624245
24393	624251
24394	624286
24395	624367
24396	624439
24397	624512
24398	624549
24399	624582
24400	624584
24401	624672
24402	624681
24403	624710
24404	624713
24405	624759
24406	624765
24407	624845
24408	624855
24409	624860
24410	624866
24411	624910
24412	624931
24413	625018
24414	625029
24415	625054
24416	625060
24417	625068
24418	625098
24419	625109
24420	625121
24421	625123
24422	625131
24423	625167
24424	625175
24425	625210
24426	625222
24427	625237
24428	625243
24429	625249
24430	625253
24431	625281
24432	625286
24433	625321
24434	625328
24435	625342
24436	625347
24437	625349
24438	625353
24439	625360
24440	625421
24441	625473
24442	625480
24443	625508
24444	625530
24445	625540
24446	625580
24447	625585
24448	625591
24449	625599
24450	625603
24451	625605
24452	625638
24453	625662
24454	625716
24455	625785
24456	625810
24457	625823
24458	625850
24459	625901
24460	625931
24461	625963
24462	625995
24463	626009
24464	626049
24465	626053
24466	626055
24467	626058
24468	626067
24469	626082
24470	626115
24471	626175
24472	626215
24473	626274
24474	626275
24475	626299
24476	626305
24477	626315
24478	626359
24479	626390
24480	626391
24481	626397
24482	626410
24483	626419
24484	626578
24485	626596
24486	626615
24487	626682
24488	626693
24489	626708
24490	626740
24491	626802
24492	626828
24493	626832
24494	626834
24495	626848
24496	626854
24497	626858
24498	626870
24499	626877
24500	626904
24501	626942
24502	626959
24503	626970
24504	627035
24505	627049
24506	627081
24507	627110
24508	627111
24509	627132
24510	627191
24511	627268
24512	627270
24513	627280
24514	627302
24515	627311
24516	627317
24517	627352
24518	627367
24519	627375
24520	627427
24521	627470
24522	627479
24523	627488
24524	627537
24525	627569
24526	627576
24527	627585
24528	627607
24529	627626
24530	627636
24531	627743
24532	627782
24533	627800
24534	627805
24535	627814
24536	627828
24537	627860
24538	627872
24539	627927
24540	627962
24541	627975
24542	627984
24543	628004
24544	628012
24545	628053
24546	628058
24547	628061
24548	628062
24549	628100
24550	628110
24551	628133
24552	628185
24553	628236
24554	628304
24555	628308
24556	628324
24557	628416
24558	628422
24559	628431
24560	628444
24561	628475
24562	628490
24563	628580
24564	628664
24565	628686
24566	628705
24567	628737
24568	628746
24569	628779
24570	628813
24571	628850
24572	628854
24573	628870
24574	628877
24575	628893
24576	628900
24577	628923
24578	628946
24579	628951
24580	628991
24581	629016
24582	629024
24583	629055
24584	629059
24585	629079
24586	629091
24587	629114
24588	629133
24589	629141
24590	629147
24591	629159
24592	629203
24593	629206
24594	629219
24595	629242
24596	629300
24597	629303
24598	629378
24599	629393
24600	629480
24601	629481
24602	629499
24603	629554
24604	629557
24605	629591
24606	629595
24607	629678
24608	629746
24609	629747
24610	629750
24611	629754
24612	629756
24613	629761
24614	629777
24615	629820
24616	629873
24617	629945
24618	629967
24619	629970
24620	630146
24621	630294
24622	630499
24623	630537
24624	630579
24625	630663
24626	630836
24627	630845
24628	630952
24629	630994
24630	631002
24631	631037
24632	631101
24633	631105
24634	631145
24635	631304
24636	631323
24637	631624
24638	631784
24639	631797
24640	631990
24641	632126
24642	632534
24643	632671
24644	632708
24645	632778
24646	632793
24647	632971
24648	633030
24649	633057
24650	633093
24651	633285
24652	633395
24653	633947
24654	633979
24655	634331
24656	634340
24657	634346
24658	634504
24659	634650
24660	634720
24661	634731
24662	634834
24663	635169
24664	635209
24665	635253
24666	635396
24667	635504
24668	635580
24669	635668
24670	635702
24671	635871
24672	635895
24673	636177
24674	636187
24675	636697
24676	636731
24677	636741
24678	636791
24679	636808
24680	636931
24681	636952
24682	637004
24683	637021
24684	637053
24685	637277
24686	637515
24687	637578
24688	637873
24689	637896
24690	637898
24691	637900
24692	637908
24693	638102
24694	638247
24695	638251
24696	638262
24697	63828
24698	63830
24699	638345
24700	638411
24701	63856
24702	63857
24703	638580
24704	63859
24705	638695
24706	63872
24707	63873
24708	638988
24709	639105
24710	63953
24711	63954
24712	63955
24713	63958
24714	63959
24715	639634
24716	639658
24717	639769
24718	639774
24719	639781
24720	63985
24721	63986
24722	639910
24723	63993
24724	640050
24725	64008
24726	64009
24727	64010
24728	64011
24729	64050
24730	64051
24731	640524
24732	640543
24733	64058
24734	64059
24735	640627
24736	64074
24737	64075
24738	64082
24739	64085
24740	64095
24741	64099
24742	64103
24743	64113
24744	641340
24745	64136
24746	641361
24747	641368
24748	641376
24749	64138
24750	64139
24751	64143
24752	64144
24753	641454
24754	64176
24755	64177
24756	64209
24757	64213
24758	64214
24759	64242
24760	64244
24761	64245
24762	64290
24763	64291
24764	64292
24765	64293
24766	64294
24767	64295
24768	64296
24769	64297
24770	64335
24771	64337
24772	64339
24773	64340
24774	64378
24775	64379
24776	64380
24777	64381
24778	64383
24779	64384
24780	64385
24781	64406
24782	64424
24783	64435
24784	64436
24785	64450
24786	64451
24787	64452
24788	64453
24789	64454
24790	64540
24791	64580
24792	64602
24793	64652
24794	64654
24795	64655
24796	64656
24797	64657
24798	64658
24799	64659
24800	64660
24801	64661
24802	64685
24803	64697
24804	64704
24805	64705
24806	64706
24807	64707
24808	64817
24809	64818
24810	64833
24811	64898
24812	64899
24813	64918
24814	64929
24815	64930
24816	64931
24817	64933
24818	64934
24819	64945
24820	65019
24821	65020
24822	65079
24823	65086
24824	65098
24825	65099
24826	65100
24827	65102
24828	65103
24829	65105
24830	65106
24831	65107
24832	65111
24833	65112
24834	65113
24835	65114
24836	65115
24837	65116
24838	65221
24839	65246
24840	65247
24841	65254
24842	65255
24843	65256
24844	65257
24845	652925
24846	653030
24847	654309
24848	654318
24849	654359
24850	654424
24851	654432
24852	654440
24853	654449
24854	654452
24855	654453
24856	654454
24857	654455
24858	654456
24859	654457
24860	654458
24861	654459
24862	654460
24863	654462
24864	654465
24865	654467
24866	654469
24867	654470
24868	654472
24869	654494
24870	654498
24871	654788
24872	654795
24873	654796
24874	654798
24875	654800
24876	654801
24877	654802
24878	654803
24879	654804
24880	654805
24881	654806
24882	654809
24883	654810
24884	654812
24885	654818
24886	654820
24887	654821
24888	654822
24889	654824
24890	65945
24891	65960
24892	65961
24893	65962
24894	65963
24895	65967
24896	65969
24897	65970
24898	65971
24899	65972
24900	65973
24901	66011
24902	66042
24903	66043
24904	66044
24905	66046
24906	66047
24907	66048
24908	66049
24909	66050
24910	66052
24911	66053
24912	66054
24913	66055
24914	66056
24915	66058
24916	66059
24917	66060
24918	66065
24919	66066
24920	66067
24921	66069
24922	66070
24923	66071
24924	66072
24925	66073
24926	66074
24927	66075
24928	66077
24929	66078
24930	66079
24931	66082
24932	66083
24933	66084
24934	66085
24935	66087
24936	66089
24937	66090
24938	66091
24939	66092
24940	66094
24941	66096
24942	66098
24943	66101
24944	66102
24945	66104
24946	66105
24947	66106
24948	66107
24949	66108
24950	66109
24951	66111
24952	66113
24953	66114
24954	66116
24955	66118
24956	66119
24957	66120
24958	66121
24959	66123
24960	66124
24961	66125
24962	66126
24963	66128
24964	66131
24965	66140
24966	66141
24967	66142
24968	66143
24969	66144
24970	66147
24971	66148
24972	66151
24973	66152
24974	66153
24975	66154
24976	66155
24977	66156
24978	66161
24979	66162
24980	66163
24981	66164
24982	66165
24983	66166
24984	66167
24985	66168
24986	66169
24987	66170
24988	66171
24989	66172
24990	66174
24991	66175
24992	66176
24993	66177
24994	66179
24995	66180
24996	66181
24997	66183
24998	66184
24999	66190
25000	66191
25001	66192
25002	66193
25003	66194
25004	66195
25005	66196
25006	66197
25007	66198
25008	66199
25009	66200
25010	66201
25011	66202
25012	66203
25013	66204
25014	66205
25015	66206
25016	66208
25017	66209
25018	66211
25019	66212
25020	66213
25021	66214
25022	66218
25023	66220
25024	66222
25025	66223
25026	66225
25027	66226
25028	66229
25029	66230
25030	66231
25031	66233
25032	66234
25033	66235
25034	66236
25035	66237
25036	66240
25037	66241
25038	66242
25039	66244
25040	66245
25041	66246
25042	66248
25043	66249
25044	66251
25045	66253
25046	66254
25047	66255
25048	66256
25049	66257
25050	66258
25051	66259
25052	66260
25053	66261
25054	66262
25055	66263
25056	66264
25057	66266
25058	66268
25059	66269
25060	66271
25061	66272
25062	66273
25063	66274
25064	66276
25065	66277
25066	66278
25067	66279
25068	66282
25069	66283
25070	66284
25071	66286
25072	66289
25073	66290
25074	66291
25075	66292
25076	66294
25077	66296
25078	66297
25079	66298
25080	66300
25081	66302
25082	66306
25083	66307
25084	66308
25085	66309
25086	66310
25087	66311
25088	66313
25089	66314
25090	66315
25091	66317
25092	66320
25093	66322
25094	66323
25095	66326
25096	66328
25097	66329
25098	66330
25099	66332
25100	66333
25101	66334
25102	66335
25103	66336
25104	66337
25105	66338
25106	66340
25107	66341
25108	66343
25109	66344
25110	66350
25111	66352
25112	66353
25113	66354
25114	66355
25115	66356
25116	66357
25117	66358
25118	66359
25119	66361
25120	66362
25121	66365
25122	66366
25123	66367
25124	66368
25125	66369
25126	66371
25127	66373
25128	66374
25129	66375
25130	66377
25131	66379
25132	66380
25133	66381
25134	66383
25135	66384
25136	66385
25137	66387
25138	66388
25139	66391
25140	66392
25141	66394
25142	66395
25143	66396
25144	66397
25145	66398
25146	66399
25147	66400
25148	66401
25149	66402
25150	66403
25151	66405
25152	66406
25153	66407
25154	66408
25155	66409
25156	66410
25157	66411
25158	66412
25159	66413
25160	66414
25161	66416
25162	66419
25163	66420
25164	66421
25165	66422
25166	66423
25167	66425
25168	66427
25169	66431
25170	66432
25171	66433
25172	66435
25173	66437
25174	66438
25175	66439
25176	66440
25177	66441
25178	66442
25179	66443
25180	66445
25181	66446
25182	66447
25183	66448
25184	66449
25185	66451
25186	66454
25187	66455
25188	66456
25189	66457
25190	66459
25191	66460
25192	664608
25193	664609
25194	66461
25195	664610
25196	664619
25197	66464
25198	66467
25199	66468
25200	664702
25201	66471
25202	66473
25203	66475
25204	664779
25205	664787
25206	66479
25207	664793
25208	664799
25209	66480
25210	664804
25211	664805
25212	66481
25213	66482
25214	664821
25215	664829
25216	66483
25217	664831
25218	664837
25219	664849
25220	664862
25221	66487
25222	66488
25223	664883
25224	66489
25225	664890
25226	664894
25227	664903
25228	66491
25229	66492
25230	66493
25231	66494
25232	664949
25233	66495
25234	66496
25235	664968
25236	664969
25237	66497
25238	66498
25239	664987
25240	664994
25241	66500
25242	665001
25243	665005
25244	66501
25245	66503
25246	665033
25247	665037
25248	66505
25249	665054
25250	665055
25251	66506
25252	66508
25253	665095
25254	66510
25255	66511
25256	665113
25257	665119
25258	66513
25259	66514
25260	66515
25261	665150
25262	665155
25263	665174
25264	665180
25265	665194
25266	665205
25267	66521
25268	665210
25269	665211
25270	66522
25271	665227
25272	66523
25273	665239
25274	66525
25275	665255
25276	66526
25277	665268
25278	665270
25279	665271
25280	665276
25281	66528
25282	665290
25283	66530
25284	665301
25285	665306
25286	66531
25287	66532
25288	66533
25289	66536
25290	66537
25291	665374
25292	665376
25293	665378
25294	66538
25295	665389
25296	66540
25297	66541
25298	665434
25299	66547
25300	66548
25301	66549
25302	66552
25303	665521
25304	665525
25305	66556
25306	665562
25307	665563
25308	66557
25309	665574
25310	665577
25311	66559
25312	66561
25313	665610
25314	665635
25315	66566
25316	66568
25317	665687
25318	66569
25319	66570
25320	665700
25321	665725
25322	66573
25323	665738
25324	665755
25325	66576
25326	665769
25327	665775
25328	66578
25329	665780
25330	665797
25331	665798
25332	66580
25333	665828
25334	66583
25335	665845
25336	66585
25337	665858
25338	66586
25339	66587
25340	66588
25341	66589
25342	665891
25343	66590
25344	665902
25345	665903
25346	66591
25347	66592
25348	66593
25349	665931
25350	665934
25351	665936
25352	66594
25353	665943
25354	66595
25355	66596
25356	66597
25357	665976
25358	66599
25359	665992
25360	665998
25361	666002
25362	666009
25363	66601
25364	66603
25365	666040
25366	666043
25367	666048
25368	66605
25369	66606
25370	666060
25371	66607
25372	666085
25373	66609
25374	666096
25375	66610
25376	666105
25377	66611
25378	666114
25379	66612
25380	666122
25381	666135
25382	66614
25383	66615
25384	666151
25385	66616
25386	666161
25387	666168
25388	66617
25389	666173
25390	66618
25391	666182
25392	666184
25393	666185
25394	666186
25395	666190
25396	66620
25397	666202
25398	666207
25399	666209
25400	666214
25401	66622
25402	666225
25403	666233
25404	66624
25405	666244
25406	66625
25407	666253
25408	66626
25409	666266
25410	66627
25411	666272
25412	666279
25413	66628
25414	66629
25415	66631
25416	666311
25417	666317
25418	66632
25419	666329
25420	666331
25421	666339
25422	66634
25423	666348
25424	66637
25425	666376
25426	666377
25427	666385
25428	666390
25429	66641
25430	66642
25431	666420
25432	666422
25433	66643
25434	66645
25435	666457
25436	66646
25437	666468
25438	66648
25439	666485
25440	66650
25441	666513
25442	666528
25443	666529
25444	66653
25445	66654
25446	66656
25447	666561
25448	66658
25449	666584
25450	666589
25451	66659
25452	66660
25453	66661
25454	66662
25455	66663
25456	666634
25457	66664
25458	666642
25459	666647
25460	66665
25461	666660
25462	66667
25463	666675
25464	666678
25465	666680
25466	666704
25467	666706
25468	66671
25469	666723
25470	66673
25471	666731
25472	666737
25473	66674
25474	666744
25475	666747
25476	666750
25477	666752
25478	66676
25479	666765
25480	66679
25481	666794
25482	66680
25483	666808
25484	66681
25485	66682
25486	66684
25487	666842
25488	66686
25489	66687
25490	66689
25491	666892
25492	666899
25493	66690
25494	666907
25495	66691
25496	666914
25497	666919
25498	666921
25499	666926
25500	666927
25501	666931
25502	666938
25503	66694
25504	666945
25505	66695
25506	66696
25507	66700
25508	66701
25509	667034
25510	66704
25511	66705
25512	66706
25513	667060
25514	667063
25515	667067
25516	667069
25517	66707
25518	66708
25519	66709
25520	667090
25521	667103
25522	66711
25523	667114
25524	667118
25525	66712
25526	667129
25527	66713
25528	667135
25529	66714
25530	66715
25531	66716
25532	66717
25533	667171
25534	667180
25535	667199
25536	66720
25537	667213
25538	667214
25539	667215
25540	66722
25541	66724
25542	667240
25543	66725
25544	667250
25545	667257
25546	667259
25547	667262
25548	667268
25549	667273
25550	667277
25551	667278
25552	667281
25553	66729
25554	667292
25555	66730
25556	66733
25557	667335
25558	667338
25559	66734
25560	66736
25561	66737
25562	667370
25563	667373
25564	667378
25565	667379
25566	667387
25567	667404
25568	667410
25569	66742
25570	667422
25571	667423
25572	66743
25573	667433
25574	667438
25575	667444
25576	66745
25577	667464
25578	667469
25579	66748
25580	667503
25581	667504
25582	667507
25583	667510
25584	66752
25585	66753
25586	667530
25587	667551
25588	667552
25589	667558
25590	66756
25591	66757
25592	667570
25593	667572
25594	66758
25595	667586
25596	667597
25597	66760
25598	66765
25599	66766
25600	667663
25601	667666
25602	667672
25603	66768
25604	66769
25605	667692
25606	667693
25607	66770
25608	667705
25609	66771
25610	667712
25611	66772
25612	66773
25613	66774
25614	667742
25615	66775
25616	667754
25617	66776
25618	667764
25619	667766
25620	667768
25621	667772
25622	667780
25623	66779
25624	667794
25625	66780
25626	667803
25627	667823
25628	66783
25629	66784
25630	66785
25631	66787
25632	66789
25633	66790
25634	667929
25635	66793
25636	667931
25637	667933
25638	667947
25639	667948
25640	66795
25641	667961
25642	667962
25643	66797
25644	667977
25645	66799
25646	667992
25647	668008
25648	66801
25649	668017
25650	668039
25651	668041
25652	66805
25653	66808
25654	66809
25655	66810
25656	668101
25657	668106
25658	66811
25659	668110
25660	66812
25661	66813
25662	668139
25663	668158
25664	66816
25665	668166
25666	66817
25667	668171
25668	668173
25669	668178
25670	66818
25671	668200
25672	668208
25673	66821
25674	668212
25675	668218
25676	66822
25677	668224
25678	668225
25679	66824
25680	66825
25681	668253
25682	668257
25683	66827
25684	668272
25685	66830
25686	668303
25687	668310
25688	66832
25689	668339
25690	66834
25691	66835
25692	668357
25693	66836
25694	668379
25695	66838
25696	668381
25697	66840
25698	66841
25699	668419
25700	668433
25701	66844
25702	66845
25703	66847
25704	66848
25705	668489
25706	66849
25707	668501
25708	668525
25709	668526
25710	66853
25711	66854
25712	668548
25713	66855
25714	66857
25715	668572
25716	668588
25717	66859
25718	668592
25719	66860
25720	668605
25721	66861
25722	668618
25723	668620
25724	66863
25725	66864
25726	66865
25727	66866
25728	668661
25729	668662
25730	668664
25731	66867
25732	66868
25733	66869
25734	66870
25735	66871
25736	668725
25737	668727
25738	66873
25739	668733
25740	66874
25741	66875
25742	668758
25743	66877
