	gene_matrix_background
5631	102637507
5632	102637508
5633	102637509
5634	102637510
5635	102637514
5636	102637517
5637	102637518
5638	102637519
5639	102637520
5640	102637521
5641	102637526
5642	102637529
5643	102637530
5644	102637531
5645	102637535
5646	102637536
5647	102637537
5648	102637538
5649	102637539
5650	102637540
5651	102637541
5652	102637543
5653	102637544
5654	102637545
5655	102637546
5656	102637547
5657	102637549
5658	102637553
5659	102637554
5660	102637555
5661	102637557
5662	102637558
5663	102637559
5664	102637560
5665	102637561
5666	102637563
5667	102637565
5668	102637567
5669	102637568
5670	102637569
5671	102637570
5672	102637571
5673	102637572
5674	102637573
5675	102637574
5676	102637575
5677	102637576
5678	102637577
5679	102637581
5680	102637582
5681	102637583
5682	102637587
5683	102637590
5684	102637592
5685	102637593
5686	102637598
5687	102637599
5688	102637602
5689	102637603
5690	102637604
5691	102637607
5692	102637611
5693	102637612
5694	102637613
5695	102637619
5696	102637623
5697	102637626
5698	102637627
5699	102637630
5700	102637632
5701	102637634
5702	102637635
5703	102637640
5704	102637641
5705	102637642
5706	102637643
5707	102637645
5708	102637647
5709	102637648
5710	102637649
5711	102637654
5712	102637658
5713	102637659
5714	102637660
5715	102637662
5716	102637664
5717	102637665
5718	102637666
5719	102637668
5720	102637672
5721	102637673
5722	102637674
5723	102637675
5724	102637677
5725	102637679
5726	102637681
5727	102637682
5728	102637683
5729	102637684
5730	102637688
5731	102637693
5732	102637696
5733	102637698
5734	102637699
5735	102637701
5736	102637702
5737	102637703
5738	102637704
5739	102637706
5740	102637707
5741	102637709
5742	102637710
5743	102637715
5744	102637717
5745	102637718
5746	102637719
5747	102637721
5748	102637724
5749	102637726
5750	102637730
5751	102637732
5752	102637733
5753	102637734
5754	102637735
5755	102637738
5756	102637740
5757	102637741
5758	102637744
5759	102637745
5760	102637746
5761	102637750
5762	102637751
5763	102637752
5764	102637753
5765	102637756
5766	102637758
5767	102637759
5768	102637760
5769	102637765
5770	102637769
5771	102637772
5772	102637773
5773	102637774
5774	102637775
5775	102637776
5776	102637777
5777	102637779
5778	102637781
5779	102637782
5780	102637785
5781	102637787
5782	102637788
5783	102637790
5784	102637791
5785	102637792
5786	102637793
5787	102637794
5788	102637797
5789	102637800
5790	102637801
5791	102637802
5792	102637806
5793	102637807
5794	102637809
5795	102637810
5796	102637812
5797	102637813
5798	102637817
5799	102637819
5800	102637820
5801	102637822
5802	102637823
5803	102637825
5804	102637827
5805	102637828
5806	102637831
5807	102637832
5808	102637834
5809	102637835
5810	102637841
5811	102637842
5812	102637845
5813	102637848
5814	102637851
5815	102637852
5816	102637855
5817	102637856
5818	102637857
5819	102637858
5820	102637859
5821	102637862
5822	102637865
5823	102637866
5824	102637868
5825	102637869
5826	102637870
5827	102637874
5828	102637876
5829	102637877
5830	102637884
5831	102637886
5832	102637887
5833	102637888
5834	102637889
5835	102637890
5836	102637892
5837	102637893
5838	102637894
5839	102637895
5840	102637897
5841	102637900
5842	102637901
5843	102637902
5844	102637903
5845	102637904
5846	102637906
5847	102637910
5848	102637911
5849	102637913
5850	102637914
5851	102637916
5852	102637919
5853	102637920
5854	102637922
5855	102637925
5856	102637926
5857	102637928
5858	102637929
5859	102637931
5860	102637932
5861	102637933
5862	102637934
5863	102637935
5864	102637936
5865	102637939
5866	102637940
5867	102637941
5868	102637943
5869	102637944
5870	102637946
5871	102637948
5872	102637951
5873	102637952
5874	102637953
5875	102637956
5876	102637957
5877	102637958
5878	102637959
5879	102637960
5880	102637961
5881	102637962
5882	102637964
5883	102637965
5884	102637967
5885	102637968
5886	102637969
5887	102637970
5888	102637971
5889	102637972
5890	102637974
5891	102637975
5892	102637976
5893	102637977
5894	102637978
5895	102637980
5896	102637983
5897	102637984
5898	102637987
5899	102637990
5900	102637991
5901	102637993
5902	102637997
5903	102638000
5904	102638001
5905	102638004
5906	102638005
5907	102638007
5908	102638008
5909	102638009
5910	102638010
5911	102638015
5912	102638016
5913	102638019
5914	102638020
5915	102638021
5916	102638025
5917	102638027
5918	102638028
5919	102638029
5920	102638031
5921	102638033
5922	102638034
5923	102638035
5924	102638036
5925	102638037
5926	102638038
5927	102638039
5928	102638042
5929	102638044
5930	102638047
5931	102638051
5932	102638052
5933	102638057
5934	102638064
5935	102638065
5936	102638066
5937	102638067
5938	102638069
5939	102638071
5940	102638072
5941	102638074
5942	102638076
5943	102638077
5944	102638080
5945	102638082
5946	102638083
5947	102638086
5948	102638087
5949	102638090
5950	102638091
5951	102638093
5952	102638094
5953	102638095
5954	102638096
5955	102638099
5956	102638102
5957	102638104
5958	102638109
5959	102638112
5960	102638113
5961	102638115
5962	102638117
5963	102638118
5964	102638119
5965	102638121
5966	102638122
5967	102638124
5968	102638125
5969	102638127
5970	102638128
5971	102638130
5972	102638132
5973	102638133
5974	102638134
5975	102638135
5976	102638136
5977	102638137
5978	102638141
5979	102638142
5980	102638146
5981	102638148
5982	102638151
5983	102638152
5984	102638153
5985	102638158
5986	102638159
5987	102638161
5988	102638164
5989	102638165
5990	102638166
5991	102638167
5992	102638168
5993	102638170
5994	102638174
5995	102638175
5996	102638176
5997	102638178
5998	102638179
5999	102638180
6000	102638185
6001	102638187
6002	102638189
6003	102638197
6004	102638201
6005	102638202
6006	102638203
6007	102638204
6008	102638205
6009	102638207
6010	102638208
6011	102638211
6012	102638213
6013	102638215
6014	102638216
6015	102638220
6016	102638221
6017	102638224
6018	102638225
6019	102638227
6020	102638235
6021	102638236
6022	102638237
6023	102638238
6024	102638239
6025	102638240
6026	102638241
6027	102638242
6028	102638245
6029	102638248
6030	102638249
6031	102638251
6032	102638253
6033	102638257
6034	102638259
6035	102638261
6036	102638265
6037	102638266
6038	102638270
6039	102638271
6040	102638272
6041	102638275
6042	102638277
6043	102638279
6044	102638280
6045	102638281
6046	102638285
6047	102638289
6048	102638292
6049	102638293
6050	102638296
6051	102638298
6052	102638299
6053	102638308
6054	102638309
6055	102638311
6056	102638313
6057	102638315
6058	102638318
6059	102638319
6060	102638320
6061	102638325
6062	102638326
6063	102638331
6064	102638332
6065	102638333
6066	102638334
6067	102638342
6068	102638343
6069	102638346
6070	102638347
6071	102638348
6072	102638352
6073	102638354
6074	102638356
6075	102638362
6076	102638364
6077	102638366
6078	102638370
6079	102638371
6080	102638376
6081	102638379
6082	102638380
6083	102638381
6084	102638384
6085	102638386
6086	102638391
6087	102638392
6088	102638395
6089	102638396
6090	102638397
6091	102638401
6092	102638402
6093	102638403
6094	102638405
6095	102638407
6096	102638408
6097	102638414
6098	102638420
6099	102638421
6100	102638422
6101	102638423
6102	102638424
6103	102638425
6104	102638426
6105	102638427
6106	102638428
6107	102638431
6108	102638432
6109	102638434
6110	102638436
6111	102638437
6112	102638441
6113	102638443
6114	102638447
6115	102638457
6116	102638458
6117	102638459
6118	102638460
6119	102638461
6120	102638463
6121	102638467
6122	102638468
6123	102638469
6124	102638470
6125	102638474
6126	102638476
6127	102638477
6128	102638480
6129	102638482
6130	102638484
6131	102638487
6132	102638488
6133	102638490
6134	102638492
6135	102638497
6136	102638499
6137	102638501
6138	102638504
6139	102638507
6140	102638508
6141	102638509
6142	102638512
6143	102638518
6144	102638519
6145	102638522
6146	102638523
6147	102638528
6148	102638531
6149	102638533
6150	102638537
6151	102638539
6152	102638540
6153	102638541
6154	102638542
6155	102638544
6156	102638545
6157	102638546
6158	102638551
6159	102638554
6160	102638555
6161	102638556
6162	102638557
6163	102638563
6164	102638564
6165	102638565
6166	102638567
6167	102638568
6168	102638570
6169	102638571
6170	102638574
6171	102638578
6172	102638580
6173	102638581
6174	102638582
6175	102638584
6176	102638587
6177	102638588
6178	102638589
6179	102638592
6180	102638596
6181	102638598
6182	102638600
6183	102638603
6184	102638604
6185	102638605
6186	102638607
6187	102638609
6188	102638610
6189	102638611
6190	102638613
6191	102638614
6192	102638620
6193	102638622
6194	102638626
6195	102638627
6196	102638629
6197	102638631
6198	102638632
6199	102638633
6200	102638635
6201	102638637
6202	102638638
6203	102638640
6204	102638642
6205	102638644
6206	102638646
6207	102638647
6208	102638649
6209	102638650
6210	102638651
6211	102638652
6212	102638653
6213	102638654
6214	102638658
6215	102638659
6216	102638660
6217	102638661
6218	102638664
6219	102638666
6220	102638667
6221	102638669
6222	102638670
6223	102638672
6224	102638673
6225	102638675
6226	102638676
6227	102638677
6228	102638679
6229	102638680
6230	102638681
6231	102638682
6232	102638685
6233	102638686
6234	102638687
6235	102638690
6236	102638691
6237	102638692
6238	102638693
6239	102638695
6240	102638697
6241	102638698
6242	102638699
6243	102638701
6244	102638704
6245	102638705
6246	102638708
6247	102638709
6248	102638712
6249	102638714
6250	102638715
6251	102638721
6252	102638722
6253	102638723
6254	102638724
6255	102638725
6256	102638728
6257	102638729
6258	102638731
6259	102638733
6260	102638735
6261	102638736
6262	102638737
6263	102638739
6264	102638742
6265	102638743
6266	102638744
6267	102638746
6268	102638747
6269	102638750
6270	102638751
6271	102638753
6272	102638755
6273	102638756
6274	102638759
6275	102638760
6276	102638762
6277	102638764
6278	102638766
6279	102638767
6280	102638768
6281	102638769
6282	102638770
6283	102638771
6284	102638774
6285	102638778
6286	102638779
6287	102638783
6288	102638784
6289	102638787
6290	102638792
6291	102638796
6292	102638802
6293	102638803
6294	102638804
6295	102638805
6296	102638807
6297	102638808
6298	102638811
6299	102638813
6300	102638814
6301	102638815
6302	102638818
6303	102638819
6304	102638820
6305	102638822
6306	102638824
6307	102638825
6308	102638827
6309	102638830
6310	102638831
6311	102638832
6312	102638833
6313	102638835
6314	102638836
6315	102638839
6316	102638840
6317	102638841
6318	102638843
6319	102638844
6320	102638846
6321	102638847
6322	102638848
6323	102638849
6324	102638851
6325	102638853
6326	102638854
6327	102638855
6328	102638857
6329	102638859
6330	102638863
6331	102638865
6332	102638869
6333	102638873
6334	102638874
6335	102638876
6336	102638880
6337	102638881
6338	102638882
6339	102638883
6340	102638884
6341	102638886
6342	102638887
6343	102638889
6344	102638892
6345	102638895
6346	102638898
6347	102638900
6348	102638901
6349	102638902
6350	102638904
6351	102638908
6352	102638909
6353	102638911
6354	102638912
6355	102638914
6356	102638915
6357	102638916
6358	102638917
6359	102638918
6360	102638919
6361	102638923
6362	102638925
6363	102638927
6364	102638929
6365	102638931
6366	102638933
6367	102638938
6368	102638939
6369	102638941
6370	102638943
6371	102638944
6372	102638947
6373	102638948
6374	102638949
6375	102638951
6376	102638953
6377	102638956
6378	102638957
6379	102638958
6380	102638959
6381	102638961
6382	102638963
6383	102638964
6384	102638965
6385	102638966
6386	102638967
6387	102638969
6388	102638971
6389	102638973
6390	102638974
6391	102638975
6392	102638976
6393	102638977
6394	102638983
6395	102638987
6396	102638990
6397	102638992
6398	102638995
6399	102638997
6400	102639000
6401	102639001
6402	102639002
6403	102639003
6404	102639006
6405	102639007
6406	102639008
6407	102639009
6408	102639010
6409	102639012
6410	102639014
6411	102639018
6412	102639019
6413	102639020
6414	102639022
6415	102639023
6416	102639031
6417	102639033
6418	102639036
6419	102639038
6420	102639043
6421	102639045
6422	102639046
6423	102639047
6424	102639048
6425	102639049
6426	102639051
6427	102639053
6428	102639056
6429	102639059
6430	102639060
6431	102639062
6432	102639063
6433	102639064
6434	102639065
6435	102639066
6436	102639067
6437	102639068
6438	102639069
6439	102639070
6440	102639074
6441	102639077
6442	102639078
6443	102639079
6444	102639080
6445	102639081
6446	102639082
6447	102639084
6448	102639086
6449	102639088
6450	102639090
6451	102639099
6452	102639102
6453	102639103
6454	102639105
6455	102639107
6456	102639110
6457	102639111
6458	102639115
6459	102639118
6460	102639119
6461	102639122
6462	102639128
6463	102639129
6464	102639131
6465	102639135
6466	102639136
6467	102639137
6468	102639138
6469	102639139
6470	102639141
6471	102639142
6472	102639146
6473	102639148
6474	102639149
6475	102639151
6476	102639152
6477	102639153
6478	102639154
6479	102639156
6480	102639157
6481	102639158
6482	102639160
6483	102639165
6484	102639166
6485	102639167
6486	102639168
6487	102639169
6488	102639171
6489	102639174
6490	102639175
6491	102639177
6492	102639178
6493	102639179
6494	102639180
6495	102639181
6496	102639182
6497	102639185
6498	102639186
6499	102639188
6500	102639191
6501	102639192
6502	102639193
6503	102639199
6504	102639203
6505	102639205
6506	102639206
6507	102639208
6508	102639209
6509	102639212
6510	102639214
6511	102639216
6512	102639218
6513	102639219
6514	102639221
6515	102639222
6516	102639223
6517	102639225
6518	102639226
6519	102639227
6520	102639228
6521	102639229
6522	102639235
6523	102639236
6524	102639237
6525	102639239
6526	102639240
6527	102639241
6528	102639242
6529	102639243
6530	102639244
6531	102639246
6532	102639248
6533	102639253
6534	102639254
6535	102639255
6536	102639257
6537	102639258
6538	102639259
6539	102639261
6540	102639262
6541	102639267
6542	102639268
6543	102639270
6544	102639271
6545	102639274
6546	102639275
6547	102639276
6548	102639277
6549	102639279
6550	102639280
6551	102639282
6552	102639284
6553	102639285
6554	102639287
6555	102639289
6556	102639290
6557	102639293
6558	102639299
6559	102639304
6560	102639308
6561	102639309
6562	102639311
6563	102639314
6564	102639317
6565	102639318
6566	102639326
6567	102639328
6568	102639331
6569	102639335
6570	102639339
6571	102639340
6572	102639342
6573	102639343
6574	102639344
6575	102639345
6576	102639346
6577	102639347
6578	102639348
6579	102639351
6580	102639352
6581	102639353
6582	102639355
6583	102639357
6584	102639358
6585	102639359
6586	102639361
6587	102639363
6588	102639365
6589	102639366
6590	102639367
6591	102639369
6592	102639370
6593	102639371
6594	102639373
6595	102639375
6596	102639377
6597	102639379
6598	102639380
6599	102639383
6600	102639384
6601	102639386
6602	102639388
6603	102639389
6604	102639392
6605	102639393
6606	102639394
6607	102639395
6608	102639396
6609	102639397
6610	102639398
6611	102639399
6612	102639400
6613	102639401
6614	102639404
6615	102639406
6616	102639408
6617	102639410
6618	102639413
6619	102639417
6620	102639419
6621	102639420
6622	102639421
6623	102639424
6624	102639427
6625	102639428
6626	102639430
6627	102639431
6628	102639434
6629	102639436
6630	102639437
6631	102639438
6632	102639442
6633	102639447
6634	102639448
6635	102639449
6636	102639450
6637	102639454
6638	102639458
6639	102639459
6640	102639461
6641	102639464
6642	102639465
6643	102639468
6644	102639471
6645	102639473
6646	102639474
6647	102639475
6648	102639478
6649	102639481
6650	102639483
6651	102639486
6652	102639492
6653	102639494
6654	102639496
6655	102639497
6656	102639500
6657	102639502
6658	102639507
6659	102639508
6660	102639509
6661	102639510
6662	102639511
6663	102639516
6664	102639517
6665	102639519
6666	102639520
6667	102639521
6668	102639522
6669	102639523
6670	102639529
6671	102639530
6672	102639531
6673	102639532
6674	102639536
6675	102639537
6676	102639538
6677	102639540
6678	102639542
6679	102639545
6680	102639547
6681	102639549
6682	102639550
6683	102639551
6684	102639552
6685	102639554
6686	102639559
6687	102639560
6688	102639562
6689	102639566
6690	102639570
6691	102639571
6692	102639573
6693	102639575
6694	102639576
6695	102639580
6696	102639582
6697	102639586
6698	102639587
6699	102639588
6700	102639589
6701	102639590
6702	102639598
6703	102639601
6704	102639602
6705	102639606
6706	102639609
6707	102639611
6708	102639612
6709	102639615
6710	102639616
6711	102639617
6712	102639619
6713	102639620
6714	102639622
6715	102639624
6716	102639625
6717	102639626
6718	102639628
6719	102639629
6720	102639630
6721	102639635
6722	102639636
6723	102639643
6724	102639644
6725	102639646
6726	102639647
6727	102639651
6728	102639652
6729	102639658
6730	102639660
6731	102639662
6732	102639664
6733	102639665
6734	102639667
6735	102639671
6736	102639673
6737	102639674
6738	102639677
6739	102639678
6740	102639679
6741	102639680
6742	102639681
6743	102639683
6744	102639684
6745	102639685
6746	102639686
6747	102639687
6748	102639693
6749	102639695
6750	102639702
6751	102639705
6752	102639707
6753	102639708
6754	102639711
6755	102639714
6756	102639716
6757	102639717
6758	102639719
6759	102639720
6760	102639723
6761	102639724
6762	102639727
6763	102639728
6764	102639729
6765	102639730
6766	102639732
6767	102639735
6768	102639736
6769	102639738
6770	102639741
6771	102639742
6772	102639743
6773	102639746
6774	102639747
6775	102639750
6776	102639752
6777	102639755
6778	102639756
6779	102639757
6780	102639759
6781	102639760
6782	102639761
6783	102639763
6784	102639764
6785	102639765
6786	102639766
6787	102639768
6788	102639769
6789	102639771
6790	102639772
6791	102639773
6792	102639774
6793	102639776
6794	102639777
6795	102639779
6796	102639780
6797	102639781
6798	102639782
6799	102639787
6800	102639789
6801	102639793
6802	102639795
6803	102639796
6804	102639797
6805	102639799
6806	102639801
6807	102639805
6808	102639806
6809	102639808
6810	102639809
6811	102639812
6812	102639813
6813	102639815
6814	102639816
6815	102639818
6816	102639819
6817	102639821
6818	102639822
6819	102639824
6820	102639826
6821	102639828
6822	102639835
6823	102639836
6824	102639837
6825	102639840
6826	102639841
6827	102639842
6828	102639844
6829	102639848
6830	102639849
6831	102639851
6832	102639852
6833	102639855
6834	102639857
6835	102639859
6836	102639860
6837	102639864
6838	102639866
6839	102639868
6840	102639870
6841	102639872
6842	102639875
6843	102639878
6844	102639881
6845	102639883
6846	102639884
6847	102639893
6848	102639897
6849	102639899
6850	102639900
6851	102639906
6852	102639908
6853	102639910
6854	102639911
6855	102639917
6856	102639918
6857	102639919
6858	102639921
6859	102639924
6860	102639926
6861	102639928
6862	102639929
6863	102639930
6864	102639931
6865	102639932
6866	102639933
6867	102639935
6868	102639939
6869	102639941
6870	102639946
6871	102639948
6872	102639949
6873	102639953
6874	102639955
6875	102639959
6876	102639960
6877	102639961
6878	102639963
6879	102639964
6880	102639965
6881	102639967
6882	102639968
6883	102639969
6884	102639970
6885	102639971
6886	102639972
6887	102639975
6888	102639977
6889	102639978
6890	102639980
6891	102639983
6892	102639984
6893	102639985
6894	102639986
6895	102639987
6896	102639988
6897	102639989
6898	102639991
6899	102639992
6900	102639993
6901	102639995
6902	102639996
6903	102639999
6904	102640002
6905	102640003
6906	102640005
6907	102640006
6908	102640008
6909	102640009
6910	102640011
6911	102640012
6912	102640014
6913	102640018
6914	102640019
6915	102640020
6916	102640021
6917	102640022
6918	102640025
6919	102640026
6920	102640029
6921	102640031
6922	102640033
6923	102640039
6924	102640041
6925	102640043
6926	102640044
6927	102640046
6928	102640047
6929	102640050
6930	102640051
6931	102640057
6932	102640060
6933	102640061
6934	102640062
6935	102640063
6936	102640064
6937	102640065
6938	102640066
6939	102640068
6940	102640069
6941	102640070
6942	102640071
6943	102640072
6944	102640073
6945	102640074
6946	102640076
6947	102640077
6948	102640078
6949	102640079
6950	102640080
6951	102640081
6952	102640082
6953	102640084
6954	102640087
6955	102640089
6956	102640092
6957	102640093
6958	102640097
6959	102640100
6960	102640102
6961	102640105
6962	102640108
6963	102640113
6964	102640116
6965	102640117
6966	102640119
6967	102640125
6968	102640127
6969	102640130
6970	102640132
6971	102640135
6972	102640138
6973	102640141
6974	102640142
6975	102640143
6976	102640145
6977	102640147
6978	102640148
6979	102640149
6980	102640151
6981	102640152
6982	102640153
6983	102640154
6984	102640164
6985	102640166
6986	102640167
6987	102640168
6988	102640169
6989	102640171
6990	102640173
6991	102640174
6992	102640175
6993	102640180
6994	102640182
6995	102640183
6996	102640184
6997	102640187
6998	102640188
6999	102640189
7000	102640190
7001	102640191
7002	102640192
7003	102640195
7004	102640196
7005	102640201
7006	102640203
7007	102640204
7008	102640206
7009	102640207
7010	102640208
7011	102640210
7012	102640213
7013	102640215
7014	102640216
7015	102640217
7016	102640220
7017	102640221
7018	102640227
7019	102640229
7020	102640230
7021	102640235
7022	102640238
7023	102640239
7024	102640242
7025	102640243
7026	102640244
7027	102640245
7028	102640246
7029	102640249
7030	102640252
7031	102640253
7032	102640254
7033	102640255
7034	102640256
7035	102640259
7036	102640260
7037	102640261
7038	102640263
7039	102640266
7040	102640268
7041	102640269
7042	102640275
7043	102640278
7044	102640279
7045	102640280
7046	102640281
7047	102640282
7048	102640283
7049	102640284
7050	102640287
7051	102640288
7052	102640296
7053	102640298
7054	102640299
7055	102640300
7056	102640302
7057	102640304
7058	102640305
7059	102640308
7060	102640309
7061	102640310
7062	102640311
7063	102640312
7064	102640313
7065	102640314
7066	102640317
7067	102640319
7068	102640320
7069	102640321
7070	102640323
7071	102640326
7072	102640331
7073	102640333
7074	102640336
7075	102640337
7076	102640338
7077	102640339
7078	102640341
7079	102640342
7080	102640343
7081	102640348
7082	102640351
7083	102640353
7084	102640354
7085	102640356
7086	102640357
7087	102640360
7088	102640361
7089	102640362
7090	102640363
7091	102640373
7092	102640374
7093	102640375
7094	102640376
7095	102640377
7096	102640379
7097	102640380
7098	102640386
7099	102640387
7100	102640388
7101	102640389
7102	102640390
7103	102640392
7104	102640393
7105	102640395
7106	102640398
7107	102640405
7108	102640407
7109	102640409
7110	102640410
7111	102640411
7112	102640412
7113	102640415
7114	102640416
7115	102640417
7116	102640419
7117	102640421
7118	102640422
7119	102640424
7120	102640426
7121	102640430
7122	102640432
7123	102640433
7124	102640435
7125	102640438
7126	102640439
7127	102640440
7128	102640442
7129	102640443
7130	102640444
7131	102640445
7132	102640447
7133	102640449
7134	102640452
7135	102640453
7136	102640461
7137	102640462
7138	102640465
7139	102640466
7140	102640467
7141	102640470
7142	102640472
7143	102640476
7144	102640477
7145	102640478
7146	102640479
7147	102640482
7148	102640483
7149	102640484
7150	102640485
7151	102640486
7152	102640487
7153	102640488
7154	102640491
7155	102640492
7156	102640493
7157	102640494
7158	102640496
7159	102640498
7160	102640499
7161	102640502
7162	102640503
7163	102640504
7164	102640506
7165	102640507
7166	102640510
7167	102640511
7168	102640512
7169	102640514
7170	102640515
7171	102640517
7172	102640518
7173	102640519
7174	102640521
7175	102640522
7176	102640523
7177	102640525
7178	102640527
7179	102640528
7180	102640529
7181	102640530
7182	102640531
7183	102640533
7184	102640534
7185	102640535
7186	102640537
7187	102640542
7188	102640545
7189	102640546
7190	102640547
7191	102640549
7192	102640550
7193	102640551
7194	102640553
7195	102640554
7196	102640555
7197	102640556
7198	102640557
7199	102640559
7200	102640560
7201	102640561
7202	102640562
7203	102640563
7204	102640564
7205	102640565
7206	102640566
7207	102640568
7208	102640569
7209	102640570
7210	102640574
7211	102640576
7212	102640578
7213	102640580
7214	102640581
7215	102640583
7216	102640584
7217	102640588
7218	102640589
7219	102640590
7220	102640591
7221	102640592
7222	102640594
7223	102640597
7224	102640603
7225	102640604
7226	102640606
7227	102640608
7228	102640609
7229	102640612
7230	102640616
7231	102640620
7232	102640621
7233	102640622
7234	102640626
7235	102640630
7236	102640631
7237	102640634
7238	102640635
7239	102640637
7240	102640640
7241	102640645
7242	102640646
7243	102640651
7244	102640653
7245	102640655
7246	102640656
7247	102640657
7248	102640658
7249	102640659
7250	102640660
7251	102640661
7252	102640663
7253	102640664
7254	102640666
7255	102640667
7256	102640670
7257	102640671
7258	102640672
7259	102640676
7260	102640677
7261	102640678
7262	102640681
7263	102640682
7264	102640683
7265	102640684
7266	102640694
7267	102640697
7268	102640699
7269	102640705
7270	102640706
7271	102640710
7272	102640713
7273	102640715
7274	102640717
7275	102640718
7276	102640719
7277	102640720
7278	102640722
7279	102640726
7280	102640735
7281	102640737
7282	102640739
7283	102640740
7284	102640741
7285	102640742
7286	102640744
7287	102640745
7288	102640746
7289	102640747
7290	102640748
7291	102640749
7292	102640750
7293	102640751
7294	102640752
7295	102640755
7296	102640756
7297	102640757
7298	102640758
7299	102640759
7300	102640760
7301	102640761
7302	102640762
7303	102640764
7304	102640765
7305	102640770
7306	102640773
7307	102640777
7308	102640778
7309	102640780
7310	102640782
7311	102640783
7312	102640784
7313	102640785
7314	102640788
7315	102640789
7316	102640791
7317	102640795
7318	102640797
7319	102640801
7320	102640802
7321	102640803
7322	102640804
7323	102640806
7324	102640807
7325	102640808
7326	102640809
7327	102640810
7328	102640814
7329	102640815
7330	102640816
7331	102640817
7332	102640818
7333	102640819
7334	102640820
7335	102640821
7336	102640823
7337	102640824
7338	102640825
7339	102640826
7340	102640827
7341	102640829
7342	102640831
7343	102640832
7344	102640833
7345	102640834
7346	102640835
7347	102640839
7348	102640842
7349	102640843
7350	102640845
7351	102640846
7352	102640847
7353	102640848
7354	102640849
7355	102640851
7356	102640852
7357	102640854
7358	102640855
7359	102640856
7360	102640858
7361	102640859
7362	102640863
7363	102640866
7364	102640870
7365	102640873
7366	102640879
7367	102640880
7368	102640881
7369	102640883
7370	102640885
7371	102640886
7372	102640887
7373	102640889
7374	102640890
7375	102640891
7376	102640893
7377	102640895
7378	102640897
7379	102640899
7380	102640900
7381	102640901
7382	102640902
7383	102640903
7384	102640905
7385	102640908
7386	102640910
7387	102640912
7388	102640913
7389	102640914
7390	102640916
7391	102640920
7392	102640923
7393	102640924
7394	102640926
7395	102640927
7396	102640928
7397	102640929
7398	102640930
7399	102640931
7400	102640933
7401	102640934
7402	102640936
7403	102640937
7404	102640938
7405	102640939
7406	102640940
7407	102640945
7408	102640948
7409	102640949
7410	102640951
7411	102640952
7412	102640954
7413	102640956
7414	102640959
7415	102640961
7416	102640962
7417	102640964
7418	102640965
7419	102640966
7420	102640967
7421	102640968
7422	102640970
7423	102640971
7424	102640972
7425	102640975
7426	102640976
7427	102640980
7428	102640981
7429	102640984
7430	102640985
7431	102640987
7432	102640989
7433	102640990
7434	102640991
7435	102640994
7436	102640995
7437	102640998
7438	102641000
7439	102641068
7440	102641070
7441	102641078
7442	102641081
7443	102641105
7444	102641118
7445	102641120
7446	102641152
7447	102641163
7448	102641179
7449	102641188
7450	102641233
7451	102641236
7452	102641244
7453	102641247
7454	102641270
7455	102641286
7456	102641287
7457	102641335
7458	102641346
7459	102641363
7460	102641369
7461	102641372
7462	102641385
7463	102641396
7464	102641408
7465	102641432
7466	102641463
7467	102641467
7468	102641476
7469	102641498
7470	102641509
7471	102641516
7472	102641529
7473	102641539
7474	102641552
7475	102641557
7476	102641609
7477	102641610
7478	102641617
7479	102641625
7480	102641642
7481	102641661
7482	102641704
7483	102641725
7484	102641749
7485	102641825
7486	102641836
7487	102641841
7488	102641855
7489	102641860
7490	102641876
7491	102641901
7492	102641929
7493	102641931
7494	102641964
7495	102641966
7496	102641995
7497	102642006
7498	102642011
7499	102642041
7500	102642065
7501	102642066
7502	102642067
7503	102642146
7504	102642160
7505	102642162
7506	102642194
7507	102642196
7508	102642202
7509	102642210
7510	102642244
7511	102642281
7512	102642297
7513	102642321
7514	102642339
7515	102642358
7516	102642389
7517	102642392
7518	102642414
7519	102642443
7520	102642489
7521	102642556
7522	102642612
7523	102642616
7524	102642625
7525	102642633
7526	102642652
7527	102642677
7528	102642702
7529	102642720
7530	102642726
7531	102642737
7532	102642755
7533	102642773
7534	102642778
7535	102642791
7536	102642800
7537	102642815
7538	102642842
7539	102642845
7540	102642880
7541	102642900
7542	102642962
7543	102642976
7544	102642986
7545	102642990
7546	102643016
7547	102643040
7548	102643051
7549	102643088
7550	102643091
7551	102643121
7552	102643127
7553	102643128
7554	102643147
7555	102643210
7556	102643244
7557	102644
7558	102657
7559	102680
7560	102688
7561	102693
7562	102722
7563	102747
7564	102774
7565	102791
7566	102800312
7567	102857
7568	102866
7569	102902673
7570	102920
7571	102941
7572	102954
7573	103012
7574	103098
7575	103135
7576	103136
7577	103140
7578	103142
7579	103149
7580	103161
7581	103164605
7582	103172
7583	103175
7584	103199
7585	103213
7586	103220
7587	103236
7588	103266
7589	103268
7590	103284
7591	103406
7592	103425
7593	103466
7594	103468
7595	103505
7596	103534
7597	103537
7598	103554
7599	103573
7600	103583
7601	103611158
7602	103611159
7603	103655
7604	103677
7605	103694
7606	103710
7607	103711
7608	103712
7609	103724
7610	103729
7611	103733
7612	103737
7613	103742
7614	103743
7615	103765
7616	103768
7617	103775
7618	103806
7619	103836
7620	103841
7621	103844
7622	103850
7623	103889
7624	103948
7625	103949
7626	103963
7627	103964
7628	103967
7629	103968
7630	103978
7631	103988
7632	104001
7633	104002
7634	104009
7635	104010
7636	104015
7637	104027
7638	104069
7639	104079
